CellType,annotLevel,p,fold_change,sd_from_mean,GeneSet,Study
Exc_L5-6_SLC17A7_IL15,2,0,1.5980180967212432,6.364529092821527,UMI:Ex5b,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0,2.196502213376933,21.982438625942585,UMI:Ex5b,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,0,1.707300967063893,7.95046338638739,UMI:Ex5b,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,2e-4,1.6667818810243855,6.1897866113245135,UMI:Ex5b,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,0,1.8094831847684787,8.940811405964695,UMI:Ex5b,AIBS2019
Exc_L6_FEZF2_OR2T8,2,0,1.9105959111044046,8.585901507103896,UMI:Ex5b,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,1e-4,1.7118749061695313,6.034983476339086,UMI:Ex5b,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.7922,0.9068457030439298,-0.7597915083095046,UMI:Ex5b,AIBS2019
Inh_L1-2_LAMP5_DBP,2,0.5845,0.966439669864997,-0.30509490267303496,UMI:Ex5b,AIBS2019
Inh_L1-2_PAX6_CDH12,2,0.878,0.9015040115168922,-1.0196363201879557,UMI:Ex5b,AIBS2019
Inh_L1-2_PAX6_TNFAIP8L3,2,0.8932,0.8805076587459635,-1.1389406392733241,UMI:Ex5b,AIBS2019
Inh_L1-2_SST_BAGE2,2,0.5388,0.9828189319062394,-0.1958222273781941,UMI:Ex5b,AIBS2019
Inh_L1-2_VIP_LBH,2,0.9798,0.8507703871703028,-1.5658249912968847,UMI:Ex5b,AIBS2019
Inh_L1-2_VIP_PCDH20,2,0.6221,0.9609619201295838,-0.39726237479296755,UMI:Ex5b,AIBS2019
Inh_L1-2_VIP_TSPAN12,2,0.7656,0.9336715344247959,-0.7047483197888903,UMI:Ex5b,AIBS2019
Inh_L1-3_PAX6_SYT6,2,0.7074,0.9290055967891678,-0.5863012697697283,UMI:Ex5b,AIBS2019
Inh_L1-3_SST_CALB1,2,0.9343,0.8900963596352452,-1.3011057340591576,UMI:Ex5b,AIBS2019
Inh_L1-3_VIP_ADAMTSL1,2,0.7303,0.9457055634649888,-0.6461885578754081,UMI:Ex5b,AIBS2019
Inh_L1-3_VIP_CCDC184,2,0.9991,0.790310831052957,-2.136203301872148,UMI:Ex5b,AIBS2019
Inh_L1-3_VIP_CHRM2,2,0.9977,0.8255432893751531,-1.8550955372822604,UMI:Ex5b,AIBS2019
Inh_L1-3_VIP_GGH,2,0.9932,0.8044428577382295,-1.6972748811469573,UMI:Ex5b,AIBS2019
Inh_L1-4_LAMP5_LCP2,2,0.9513,0.8884454700186384,-1.4792556016677536,UMI:Ex5b,AIBS2019
Inh_L1-4_VIP_CHRNA6,2,0.8855,0.8755467315965093,-1.0930022341647112,UMI:Ex5b,AIBS2019
Inh_L1-4_VIP_OPRM1,2,0.865,0.907657848904783,-0.9941318880426807,UMI:Ex5b,AIBS2019
Inh_L1-4_VIP_PENK,2,0.9073,0.8539765505144846,-1.1478676193468444,UMI:Ex5b,AIBS2019
Inh_L1_SST_CHRNA4,2,0.5325,0.98010549816899994,-0.20170053892266332,UMI:Ex5b,AIBS2019
Inh_L1_SST_NMBR,2,0.6712,0.9578850771407448,-0.5172810108374708,UMI:Ex5b,AIBS2019
Inh_L2-3_VIP_CASC6,2,0.9406,0.8852250759754012,-1.4121362933357298,UMI:Ex5b,AIBS2019
Inh_L2-4_PVALB_WFDC2,2,0.9972,0.8534344058611142,-2.5807655533435176,UMI:Ex5b,AIBS2019
Inh_L2-4_SST_FRZB,2,0.7873,0.9353838475221975,-0.738861469075723,UMI:Ex5b,AIBS2019
Inh_L2-4_VIP_CBLN1,2,0.7193,0.93715356777236,-0.6010456497179991,UMI:Ex5b,AIBS2019
Inh_L2-4_VIP_SPAG17,2,0.7677,0.9287196137948687,-0.7536179860995119,UMI:Ex5b,AIBS2019
Inh_L2-5_PVALB_SCUBE3,2,0.7078,0.9178194569996632,-0.5862320593772026,UMI:Ex5b,AIBS2019
Inh_L2-5_VIP_SERPINF1,2,0.9917,0.7848888350642491,-1.6420282477576065,UMI:Ex5b,AIBS2019
Inh_L2-5_VIP_TYR,2,0.914,0.8691796099645736,-1.1181089181391788,UMI:Ex5b,AIBS2019
Inh_L2-6_LAMP5_CA1,2,0.8574,0.9122222382130145,-0.9892679257755138,UMI:Ex5b,AIBS2019
Inh_L2-6_VIP_QPCT,2,0.869,0.8914782257555544,-1.0208589024952446,UMI:Ex5b,AIBS2019
Inh_L3-5_SST_ADGRG6,2,0.6984,0.9529457594649531,-0.5638263914605414,UMI:Ex5b,AIBS2019
Inh_L3-6_SST_HPGD,2,0.6059,0.9626088124385261,-0.3719751379410735,UMI:Ex5b,AIBS2019
Inh_L3-6_SST_NPY,2,0.75,0.8970838273125441,-0.701719421198653,UMI:Ex5b,AIBS2019
Inh_L3-6_VIP_HS3ST3A1,2,0.9653,0.8561694593164074,-1.4214126563182552,UMI:Ex5b,AIBS2019
Inh_L4-5_PVALB_MEPE,2,0.9958,0.8303301634982255,-2.1165577668702507,UMI:Ex5b,AIBS2019
Inh_L4-5_SST_STK32A,2,0.5917,0.9675973104049794,-0.32710268287679906,UMI:Ex5b,AIBS2019
Inh_L4-6_PVALB_SULF1,2,0.9814,0.877549101811813,-1.9396792052070524,UMI:Ex5b,AIBS2019
Inh_L4-6_SST_B3GAT2,2,0.323,1.0229831221268908,0.27089878946760076,UMI:Ex5b,AIBS2019
Inh_L4-6_SST_GXYLT2,2,0.216,1.075252013146402,0.656689154286184,UMI:Ex5b,AIBS2019
Inh_L5-6_GAD1_GLP1R,2,0.9954,0.7510937900552183,-1.6619689777516442,UMI:Ex5b,AIBS2019
Inh_L5-6_PVALB_LGR5,2,0.9992,0.7733219842353862,-2.317742173375958,UMI:Ex5b,AIBS2019
Inh_L5-6_SST_KLHDC8A,2,0.5341,0.9673225202294692,-0.26108137802766423,UMI:Ex5b,AIBS2019
Inh_L5-6_SST_MIR548F2,2,0.9924,0.8265331428431917,-1.7443990023095441,UMI:Ex5b,AIBS2019
Inh_L5-6_SST_NPM1P10,2,0.3495,1.0242753188638432,0.256728138171332,UMI:Ex5b,AIBS2019
Inh_L5-6_SST_TH,2,0.5397,0.9670866558321645,-0.26740924073956607,UMI:Ex5b,AIBS2019
Micro_L1-3_TYROBP,2,1,0.16235496000925512,-3.43563638356834,UMI:Ex5b,AIBS2019
OPC_L1-6_PDGFRA,2,1,0.5544931004433872,-3.0806644067527653,UMI:Ex5b,AIBS2019
Oligo_L1-6_OPALIN,2,1,0.24860496635181964,-3.699066613572877,UMI:Ex5b,AIBS2019
Astro_L1-2_FGFR3_GFAP,2,1,0.34279536141191097,-3.5961713366134207,UMI:Ex6a,AIBS2019
Astro_L1-6_FGFR3_SLC14A1,2,1,0.42152413602424127,-3.6938320019936537,UMI:Ex6a,AIBS2019
Endo_L2-6_NOSTRIN,2,1,0.19913923949145101,-3.2687448606118195,UMI:Ex6a,AIBS2019
Exc_L2-3_LINC00507_FREM3,2,0.0696,1.091004815584192,1.537992821386492,UMI:Ex6a,AIBS2019
Exc_L2-4_LINC00507_GLP2R,2,0.1876,1.0558694038067875,0.5869983283498812,UMI:Ex6a,AIBS2019
Exc_L2_LAMP5_LTK,2,0.3223,1.026670826763245,0.3633648297193402,UMI:Ex6a,AIBS2019
Exc_L3-4_RORB_CARM1P1,2,0.0048,1.2384859163564474,3.1340334821061577,UMI:Ex6a,AIBS2019
Exc_L3-5_RORB_COL22A1,2,0.041,1.1661104290936852,1.9277251076146102,UMI:Ex6a,AIBS2019
Exc_L3-5_RORB_ESR1,2,8e-4,1.3204769542193242,4.393011907904306,UMI:Ex6a,AIBS2019
Exc_L3-5_RORB_FILIP1L,2,0.0039,1.2164582722044766,3.136989407253456,UMI:Ex6a,AIBS2019
Exc_L3-5_RORB_TWIST2,2,0.0095,1.2885187868629728,3.3548315918136957,UMI:Ex6a,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,0.006,1.3151395078327015,3.2617856871449953,UMI:Ex6a,AIBS2019
Exc_L4-5_RORB_DAPK2,2,8e-4,1.484516487318236,5.146891434716407,UMI:Ex6a,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.3318199180745534,5.516088149197753,UMI:Ex6a,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0,3.1379344342962923,17.355373494594375,UMI:Ex6a,AIBS2019
Exc_L4-6_RORB_C1R,2,2e-4,1.349752910122897,4.845191685388537,UMI:Ex6a,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,1.4421675348624536,7.665590438416392,UMI:Ex6a,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,1.6848143216668845,9.095448721282859,UMI:Ex6a,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,0,1.5137818390762223,6.233438315868782,UMI:Ex6a,AIBS2019
Exc_L5-6_RORB_TTC12,2,0.0079,1.3386606362800475,3.541389599198797,UMI:Ex6a,AIBS2019
Exc_L5-6_SLC17A7_IL15,2,4e-4,1.488075941975823,4.885608632337819,UMI:Ex6a,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0.0029,1.1733890787136931,3.1563476288187347,UMI:Ex6a,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,0.2491,1.0528501420749834,0.5572320533538041,UMI:Ex6a,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,0.1486,1.1021905311282012,0.9710740823178954,UMI:Ex6a,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,0.1409,1.092637291194488,1.009793927220908,UMI:Ex6a,AIBS2019
Exc_L6_FEZF2_OR2T8,2,2e-4,1.6178587032641196,5.5051772627796876,UMI:Ex6a,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,1e-4,1.6063188217878261,5.228129042282737,UMI:Ex6a,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.4207,0.9946580584662742,-0.044163353762799125,UMI:Ex6a,AIBS2019
Inh_L1-2_LAMP5_DBP,2,0.1103,1.1320712327985938,1.2500504459757074,UMI:Ex6a,AIBS2019
Inh_L1-2_PAX6_CDH12,2,0.2272,1.0527044829332608,0.5975213882038006,UMI:Ex6a,AIBS2019
Inh_L1-2_PAX6_TNFAIP8L3,2,0.2277,1.0689862965922772,0.6171633388834425,UMI:Ex6a,AIBS2019
Inh_L1-2_SST_BAGE2,2,0.0811,1.1193834800591433,1.4066233282128957,UMI:Ex6a,AIBS2019
Inh_L1-2_VIP_LBH,2,0.3968,1.0053906920665772,0.05521133672978375,UMI:Ex6a,AIBS2019
Inh_L1-2_VIP_PCDH20,2,0.0544,1.159681296011658,1.6554090895778126,UMI:Ex6a,AIBS2019
Inh_L1-2_VIP_TSPAN12,2,0.3054,1.0345374419239202,0.36526705953097305,UMI:Ex6a,AIBS2019
Inh_L1-3_PAX6_SYT6,2,0.1298,1.1070937626811619,1.0242421270963713,UMI:Ex6a,AIBS2019
Inh_L1-3_SST_CALB1,2,0.4183,1.0071662539160093,0.0872470580923814,UMI:Ex6a,AIBS2019
Inh_L1-3_VIP_ADAMTSL1,2,0.1364,1.0861547231249968,1.0388044869638404,UMI:Ex6a,AIBS2019
Inh_L1-3_VIP_CCDC184,2,0.4407,0.9942870475279011,-0.05558581344094892,UMI:Ex6a,AIBS2019
Inh_L1-3_VIP_CHRM2,2,0.247,1.032788337406532,0.3223030089645564,UMI:Ex6a,AIBS2019
Inh_L1-3_VIP_GGH,2,0.4607,0.9944963586818778,-0.05330733425369299,UMI:Ex6a,AIBS2019
Inh_L1-4_LAMP5_LCP2,2,0.0781,1.1133548597603766,1.4710805597387986,UMI:Ex6a,AIBS2019
Inh_L1-4_VIP_CHRNA6,2,0.2013,1.0882021208695754,0.7230580635056693,UMI:Ex6a,AIBS2019
Inh_L1-4_VIP_OPRM1,2,0.0376,1.1965605903008776,1.962391643950578,UMI:Ex6a,AIBS2019
Inh_L1-4_VIP_PENK,2,0.15310000000000001,1.1326982816051085,0.9939422821939466,UMI:Ex6a,AIBS2019
Inh_L1_SST_CHRNA4,2,0.0768,1.1414939828431456,1.4486344600951457,UMI:Ex6a,AIBS2019
Inh_L1_SST_NMBR,2,0.0114,1.2274222741763188,2.769415956547323,UMI:Ex6a,AIBS2019
Inh_L2-3_VIP_CASC6,2,0.107,1.1026584022615802,1.2751882153271266,UMI:Ex6a,AIBS2019
Inh_L2-4_PVALB_WFDC2,2,0.1059,1.0695604719810328,1.2357608776765296,UMI:Ex6a,AIBS2019
Inh_L2-4_SST_FRZB,2,0.0445,1.182414674048212,1.988860066848957,UMI:Ex6a,AIBS2019
Inh_L2-4_VIP_CBLN1,2,0.0493,1.1985781495117058,1.8696819770483264,UMI:Ex6a,AIBS2019
Inh_L2-4_VIP_SPAG17,2,0.038,1.1826407117571858,1.9495264118610207,UMI:Ex6a,AIBS2019
Inh_L2-5_PVALB_SCUBE3,2,0.0827,1.1892849592525492,1.4317333141081123,UMI:Ex6a,AIBS2019
Inh_L2-5_VIP_SERPINF1,2,0.2011,1.085527550479356,0.6381027489993599,UMI:Ex6a,AIBS2019
Inh_L2-5_VIP_TYR,2,0.2527,1.0596266578989157,0.44794213350476464,UMI:Ex6a,AIBS2019
Inh_L2-6_LAMP5_CA1,2,0.2011,1.0708149131127582,0.7463639926618151,UMI:Ex6a,AIBS2019
Inh_L2-6_VIP_QPCT,2,0.2171,1.075947917749612,0.6390790760737297,UMI:Ex6a,AIBS2019
Inh_L3-5_SST_ADGRG6,2,0.1129,1.103272219278502,1.2408765240212483,UMI:Ex6a,AIBS2019
Inh_L3-6_SST_HPGD,2,0.0796,1.134858988515044,1.4664265911123238,UMI:Ex6a,AIBS2019
Inh_L3-6_SST_NPY,2,0.5457,0.9509515010534321,-0.29645142893392307,UMI:Ex6a,AIBS2019
Inh_L3-6_VIP_HS3ST3A1,2,0.2964,1.0343191158477276,0.3329668475652488,UMI:Ex6a,AIBS2019
Inh_L4-5_PVALB_MEPE,2,0.5219,0.9838534540306594,-0.18480469852378534,UMI:Ex6a,AIBS2019
Inh_L4-5_SST_STK32A,2,0.0723,1.1526599764821188,1.460844435247834,UMI:Ex6a,AIBS2019
Inh_L4-6_PVALB_SULF1,2,0.1872,1.0562735194082213,0.8567679099929096,UMI:Ex6a,AIBS2019
Inh_L4-6_SST_B3GAT2,2,0.031,1.1765026066813409,2.236144654811619,UMI:Ex6a,AIBS2019
Inh_L4-6_SST_GXYLT2,2,0.0554,1.220916692561989,1.8343084487157817,UMI:Ex6a,AIBS2019
Inh_L5-6_GAD1_GLP1R,2,0.7715,0.8854586047703249,-0.7502577387073884,UMI:Ex6a,AIBS2019
Inh_L5-6_PVALB_LGR5,2,0.7278,0.9412040825718523,-0.6371018363943541,UMI:Ex6a,AIBS2019
Inh_L5-6_SST_KLHDC8A,2,0.122,1.1372818257073742,1.0665097777052832,UMI:Ex6a,AIBS2019
Inh_L5-6_SST_MIR548F2,2,0.4622,0.9911590763950943,-0.09193952568404527,UMI:Ex6a,AIBS2019
Inh_L5-6_SST_NPM1P10,2,0.1308,1.1031854225352935,0.9979240033640094,UMI:Ex6a,AIBS2019
Inh_L5-6_SST_TH,2,0.1013,1.147933360494401,1.2558797144101077,UMI:Ex6a,AIBS2019
Micro_L1-3_TYROBP,2,1,0.2175882388860563,-3.152423164906571,UMI:Ex6a,AIBS2019
OPC_L1-6_PDGFRA,2,0.8313,0.8612178514572345,-0.9424420115811051,UMI:Ex6a,AIBS2019
Oligo_L1-6_OPALIN,2,1,0.32855332603138354,-3.287133936051781,UMI:Ex6a,AIBS2019
Astro_L1-2_FGFR3_GFAP,2,1,0.38198910885570037,-3.151247133855946,UMI:Ex6b,AIBS2019
Astro_L1-6_FGFR3_SLC14A1,2,1,0.44282498784866414,-3.452067920857247,UMI:Ex6b,AIBS2019
Endo_L2-6_NOSTRIN,2,1,0.20578203486749785,-3.034742466800152,UMI:Ex6b,AIBS2019
Exc_L2-3_LINC00507_FREM3,2,0,1.4133828019241899,6.798175558679377,UMI:Ex6b,AIBS2019
Exc_L2-4_LINC00507_GLP2R,2,0.0028,1.4478088855628182,4.773695896860611,UMI:Ex6b,AIBS2019
Exc_L2_LAMP5_LTK,2,0,1.4399050986007,5.694158694288316,UMI:Ex6b,AIBS2019
Exc_L3-4_RORB_CARM1P1,2,4e-4,1.3135953787326649,4.113917612271669,UMI:Ex6b,AIBS2019
Exc_L3-5_RORB_COL22A1,2,0.0029,1.338147198971208,3.5962998502432986,UMI:Ex6b,AIBS2019
Exc_L3-5_RORB_ESR1,2,1e-4,1.3952284316706238,5.48177098129628,UMI:Ex6b,AIBS2019
Exc_L3-5_RORB_FILIP1L,2,1e-4,1.3320877634676063,4.39236261775804,UMI:Ex6b,AIBS2019
Exc_L3-5_RORB_TWIST2,2,0.0027,1.4091890043673625,4.328315580235334,UMI:Ex6b,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,1e-4,1.5212928306595683,5.280208484585623,UMI:Ex6b,AIBS2019
Exc_L4-5_RORB_DAPK2,2,6e-4,1.505343011883889,4.977386934966633,UMI:Ex6b,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.515918435765341,8.14246610000035,UMI:Ex6b,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0.0018,1.525411876982798,4.0443760292602,UMI:Ex6b,AIBS2019
Exc_L4-6_RORB_C1R,2,0,1.4815488524830651,6.632753286758661,UMI:Ex6b,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,1.6189170326284266,10.266568166974261,UMI:Ex6b,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,2.367533815001023,17.71570031783461,UMI:Ex6b,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,0,2.1739953737029953,13.63339058442039,UMI:Ex6b,AIBS2019
Exc_L5-6_RORB_TTC12,2,0,1.5514987950737156,5.44438184274157,UMI:Ex6b,AIBS2019
Exc_L5-6_SLC17A7_IL15,2,0,1.9229226384599105,8.040757467863052,UMI:Ex6b,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0,1.6979045212823294,12.129008821682753,UMI:Ex6b,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,3e-4,1.427156889422527,4.578882806321829,UMI:Ex6b,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,0.002,1.458364791189265,4.176264569692127,UMI:Ex6b,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,3e-4,1.5349267397611597,5.383399071005413,UMI:Ex6b,AIBS2019
Exc_L6_FEZF2_OR2T8,2,0,2.173561662769408,11.13033765869573,UMI:Ex6b,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,0,1.9728463670312566,8.156206394672024,UMI:Ex6b,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.7786,0.9036240233069132,-0.7249171024653396,UMI:Ex6b,AIBS2019
Inh_L1-2_LAMP5_DBP,2,0.4394,1.0029332364520973,0.025114180242700374,UMI:Ex6b,AIBS2019
Inh_L1-2_PAX6_CDH12,2,0.6367,0.9580036659025883,-0.4108101924484168,UMI:Ex6b,AIBS2019
Inh_L1-2_PAX6_TNFAIP8L3,2,0.4611,0.999830665325929,-0.001498697497708796,UMI:Ex6b,AIBS2019
Inh_L1-2_SST_BAGE2,2,0.446,1.002296025648629,0.027035483357158812,UMI:Ex6b,AIBS2019
Inh_L1-2_VIP_LBH,2,0.8183,0.9168005483832601,-0.800694409710921,UMI:Ex6b,AIBS2019
Inh_L1-2_VIP_PCDH20,2,0.2801,1.0431779266825056,0.4590979330445923,UMI:Ex6b,AIBS2019
Inh_L1-2_VIP_TSPAN12,2,0.6947,0.9482158931170184,-0.534835726259787,UMI:Ex6b,AIBS2019
Inh_L1-3_PAX6_SYT6,2,0.412,0.9973822523645219,-0.02046025388055308,UMI:Ex6b,AIBS2019
Inh_L1-3_SST_CALB1,2,0.2054,1.0675750995412152,0.7371255002966082,UMI:Ex6b,AIBS2019
Inh_L1-3_VIP_ADAMTSL1,2,0.3285,1.0280798075557198,0.3132061024274496,UMI:Ex6b,AIBS2019
Inh_L1-3_VIP_CCDC184,2,0.9231,0.8881372163443283,-1.1016382125872748,UMI:Ex6b,AIBS2019
Inh_L1-3_VIP_CHRM2,2,0.9106,0.8940989149058474,-0.9605110983681941,UMI:Ex6b,AIBS2019
Inh_L1-3_VIP_GGH,2,0.9512,0.8493794386470369,-1.318219625439311,UMI:Ex6b,AIBS2019
Inh_L1-4_LAMP5_LCP2,2,0.8424,0.9206563636380031,-0.9482274979903776,UMI:Ex6b,AIBS2019
Inh_L1-4_VIP_CHRNA6,2,0.6115,0.9544289935496815,-0.385608967004643,UMI:Ex6b,AIBS2019
Inh_L1-4_VIP_OPRM1,2,0.4321,1.004899396269213,0.05343625586300149,UMI:Ex6b,AIBS2019
Inh_L1-4_VIP_PENK,2,0.371,1.0184119410806771,0.13456100564009182,UMI:Ex6b,AIBS2019
Inh_L1_SST_CHRNA4,2,0.1635,1.0835059322116314,0.8051453666095879,UMI:Ex6b,AIBS2019
Inh_L1_SST_NMBR,2,0.4154,1.007264403706114,0.0833737282762174,UMI:Ex6b,AIBS2019
Inh_L2-3_VIP_CASC6,2,0.7781,0.9356611328479169,-0.7685308197048393,UMI:Ex6b,AIBS2019
Inh_L2-4_PVALB_WFDC2,2,0.8445,0.939392951723799,-1.0120285123195303,UMI:Ex6b,AIBS2019
Inh_L2-4_SST_FRZB,2,0.4427,1.0030219375019256,0.03666269222108727,UMI:Ex6b,AIBS2019
Inh_L2-4_VIP_CBLN1,2,0.5639,0.9716277264532166,-0.274979101105787,UMI:Ex6b,AIBS2019
Inh_L2-4_VIP_SPAG17,2,0.6989,0.9437842334093621,-0.5533615572544555,UMI:Ex6b,AIBS2019
Inh_L2-5_PVALB_SCUBE3,2,0.7872,0.8966358845624824,-0.747967657452356,UMI:Ex6b,AIBS2019
Inh_L2-5_VIP_SERPINF1,2,0.6731,0.9295702361028898,-0.5190884245523196,UMI:Ex6b,AIBS2019
Inh_L2-5_VIP_TYR,2,0.3901,1.005543360449741,0.04446435133424221,UMI:Ex6b,AIBS2019
Inh_L2-6_LAMP5_CA1,2,0.9339,0.8722557773432144,-1.2938690154219532,UMI:Ex6b,AIBS2019
Inh_L2-6_VIP_QPCT,2,0.2956,1.0419033063916727,0.35998294002783543,UMI:Ex6b,AIBS2019
Inh_L3-5_SST_ADGRG6,2,0.1154,1.1027611409370381,1.2069199654663612,UMI:Ex6b,AIBS2019
Inh_L3-6_SST_HPGD,2,0.1602,1.081393215192578,0.7948941759708478,UMI:Ex6b,AIBS2019
Inh_L3-6_SST_NPY,2,0.4462,0.9884522018312232,-0.06922122660692215,UMI:Ex6b,AIBS2019
Inh_L3-6_VIP_HS3ST3A1,2,0.5654,0.9730400868798879,-0.27568174860815586,UMI:Ex6b,AIBS2019
Inh_L4-5_PVALB_MEPE,2,0.8517,0.9185713189374977,-0.953794343393217,UMI:Ex6b,AIBS2019
Inh_L4-5_SST_STK32A,2,0.2616,1.043701384530528,0.43083185951773345,UMI:Ex6b,AIBS2019
Inh_L4-6_PVALB_SULF1,2,0.7577,0.9529256363138147,-0.7132660453265215,UMI:Ex6b,AIBS2019
Inh_L4-6_SST_B3GAT2,2,0.083,1.1151466286899383,1.3870781383295712,UMI:Ex6b,AIBS2019
Inh_L4-6_SST_GXYLT2,2,0.222,1.0768070982088418,0.6347981703943801,UMI:Ex6b,AIBS2019
Inh_L5-6_GAD1_GLP1R,2,0.9782,0.7715435476558827,-1.3657367790776136,UMI:Ex6b,AIBS2019
Inh_L5-6_PVALB_LGR5,2,0.9875,0.8142854826030627,-1.71261746678965,UMI:Ex6b,AIBS2019
Inh_L5-6_SST_KLHDC8A,2,0.3125,1.0294163849940967,0.21537881614771284,UMI:Ex6b,AIBS2019
Inh_L5-6_SST_MIR548F2,2,0.9643,0.8556138469163658,-1.3469397260789886,UMI:Ex6b,AIBS2019
Inh_L5-6_SST_NPM1P10,2,0.4592,0.9920029272641022,-0.07210585326333611,UMI:Ex6b,AIBS2019
Inh_L5-6_SST_TH,2,0.527,0.9697424757692699,-0.23539863676743503,UMI:Ex6b,AIBS2019
Micro_L1-3_TYROBP,2,1,0.16151713296504333,-3.242278949819872,UMI:Ex6b,AIBS2019
OPC_L1-6_PDGFRA,2,0.9962,0.6963349638677157,-1.982165361176964,UMI:Ex6b,AIBS2019
Oligo_L1-6_OPALIN,2,1,0.3091607291937479,-3.1862797569809413,UMI:Ex6b,AIBS2019
Astro_L1-2_FGFR3_GFAP,2,1,0.38034982272870393,-3.7585079849070095,UMI:Ex8,AIBS2019
Astro_L1-6_FGFR3_SLC14A1,2,1,0.4408835546092612,-3.8866760281823525,UMI:Ex8,AIBS2019
Endo_L2-6_NOSTRIN,2,1,0.3244259337560406,-3.04728197166876,UMI:Ex8,AIBS2019
Exc_L2-3_LINC00507_FREM3,2,0,1.454603791985431,8.21927789793076,UMI:Ex8,AIBS2019
Exc_L2-4_LINC00507_GLP2R,2,0,1.5995975626049401,7.996887988033567,UMI:Ex8,AIBS2019
Exc_L2_LAMP5_LTK,2,0,1.4711931509357454,7.131511679845045,UMI:Ex8,AIBS2019
Exc_L3-4_RORB_CARM1P1,2,0,1.3718388340325005,5.51669464607983,UMI:Ex8,AIBS2019
Exc_L3-5_RORB_COL22A1,2,2e-4,1.4657731792679585,5.3666084409024295,UMI:Ex8,AIBS2019
Exc_L3-5_RORB_ESR1,2,0,1.4384671452496633,6.926567152282862,UMI:Ex8,AIBS2019
Exc_L3-5_RORB_FILIP1L,2,0,1.457476048862564,7.262561474634619,UMI:Ex8,AIBS2019
Exc_L3-5_RORB_TWIST2,2,9e-4,1.5168857475040896,5.780342671669446,UMI:Ex8,AIBS2019
Exc_L4-5_FEZF2_SCN4B,2,0.0135,1.2489042964968347,2.772658977621405,UMI:Ex8,AIBS2019
Exc_L4-5_RORB_DAPK2,2,0.0033,1.3371736162418306,3.930010092053209,UMI:Ex8,AIBS2019
Exc_L4-5_RORB_FOLH1B,2,0,1.3824983721881576,7.168809360546446,UMI:Ex8,AIBS2019
Exc_L4-6_FEZF2_IL26,2,0.2225,1.0691037088179565,0.658842872730267,UMI:Ex8,AIBS2019
Exc_L4-6_RORB_C1R,2,0,1.529455160231782,8.29592652883815,UMI:Ex8,AIBS2019
Exc_L4-6_RORB_SEMA3E,2,0,1.5067851857785728,9.641957319679289,UMI:Ex8,AIBS2019
Exc_L5-6_FEZF2_ABO,2,0,1.5257863622192904,7.492527185341867,UMI:Ex8,AIBS2019
Exc_L5-6_FEZF2_EFTUD1P1,2,0,1.5441888966512762,7.30381968943332,UMI:Ex8,AIBS2019
Exc_L5-6_RORB_TTC12,2,0,1.7043767767699898,8.765435428216904,UMI:Ex8,AIBS2019
Exc_L5-6_SLC17A7_IL15,2,0,1.530013878553264,5.4885906805509626,UMI:Ex8,AIBS2019
Exc_L5-6_THEMIS_C1QL3,2,0,1.758728648256601,14.05329829844641,UMI:Ex8,AIBS2019
Exc_L5-6_THEMIS_CRABP1,2,0,2.930829937993559,23.47677390366883,UMI:Ex8,AIBS2019
Exc_L5-6_THEMIS_DCSTAMP,2,0,2.3705037894088785,12.147578472962369,UMI:Ex8,AIBS2019
Exc_L5-6_THEMIS_FGF10,2,0,2.6311687578123557,19.009759289286425,UMI:Ex8,AIBS2019
Exc_L6_FEZF2_OR2T8,2,1e-4,1.5389890149820153,5.190197817192773,UMI:Ex8,AIBS2019
Exc_L6_FEZF2_SCUBE1,2,0.0013,1.4439356929722051,4.267502500610435,UMI:Ex8,AIBS2019
Inh_L1-2_GAD1_MC4R,2,0.3344,1.019494851777799,0.18102104721257692,UMI:Ex8,AIBS2019
